imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating
tt0003014,7.1,948,7.2,7.0,7.0,1.0,7.0,136.0,6.9,403.0,7.3,7.3,244.0,7.0,676.0,7.0,1.0,7.0,113.0,6.9,351.0,7.1,200.0,7.4,107.0,,,6.9,20.0,7.2,44.0,8.0,41.0,6.8,83.0,7.1
tt0003037,7.0,1349,6.5,7.0,8.0,1.0,6.8,128.0,6.9,580.0,7.1,7.1,440.0,6.9,998.0,8.0,1.0,6.7,108.0,6.9,515.0,7.0,357.0,7.2,161.0,,,7.2,20.0,6.9,58.0,7.8,81.0,6.7,101.0,7.0
tt0003102,6.2,100,6.3,6.0,,,5.7,14.0,6.1,36.0,6.6,6.6,27.0,6.1,75.0,,,5.7,14.0,6.1,33.0,6.6,25.0,6.3,3.0,,,,,6.0,2.0,7.0,1.0,5.9,17.0,6.9
tt0003131,6.5,124,6.7,7.0,,,5.8,17.0,6.5,48.0,7.0,7.0,35.0,6.6,88.0,,,5.6,13.0,6.4,42.0,7.2,31.0,6.4,11.0,,,6.2,4.0,6.8,4.0,6.7,3.0,6.2,27.0,6.1
tt0003165,7.0,1050,6.6,7.0,,,6.8,103.0,6.9,450.0,7.1,7.1,347.0,6.9,787.0,,,6.7,87.0,6.8,398.0,7.0,286.0,7.5,124.0,,,7.0,16.0,7.2,46.0,8.3,60.0,6.6,94.0,6.8
tt0003167,5.8,187,6.1,6.0,,,5.5,14.0,5.6,59.0,5.8,5.8,62.0,5.7,124.0,,,5.1,10.0,5.6,51.0,5.8,57.0,6.4,16.0,,,9.0,4.0,5.3,6.0,7.0,4.0,5.5,38.0,5.4
tt0003419,6.5,1768,6.5,7.0,6.0,1.0,6.5,231.0,6.5,744.0,6.5,6.5,456.0,6.5,1230.0,6.0,1.0,6.4,175.0,6.5,635.0,6.4,381.0,6.7,224.0,,,6.7,51.0,6.6,97.0,7.1,71.0,6.2,117.0,6.3
tt0003471,6.0,552,6.0,6.0,,,5.2,42.0,5.8,182.0,6.3,6.3,226.0,5.9,399.0,,,4.9,33.0,5.7,161.0,6.3,198.0,6.5,54.0,,,5.8,9.0,6.6,18.0,6.8,25.0,5.9,67.0,6.1
tt0003489,6.2,474,6.1,6.0,,,6.0,32.0,5.9,151.0,6.5,6.5,185.0,6.1,329.0,,,6.1,27.0,5.8,131.0,6.5,162.0,6.2,43.0,,,5.8,4.0,6.2,17.0,6.6,21.0,6.2,55.0,6.2
tt0003637,6.4,378,6.5,7.0,,,6.2,50.0,6.2,135.0,6.7,6.7,115.0,6.4,252.0,,,6.2,34.0,6.0,110.0,6.7,99.0,6.9,53.0,,,6.3,14.0,7.2,22.0,7.0,15.0,6.2,53.0,6.5
tt0003643,6.4,1105,6.8,7.0,9.0,1.0,6.4,72.0,6.4,291.0,6.5,6.5,595.0,6.4,698.0,9.0,1.0,6.3,61.0,6.3,249.0,6.5,377.0,6.9,264.0,,,6.7,11.0,7.1,34.0,7.0,214.0,6.3,92.0,6.5
tt0003657,6.5,144,6.5,7.0,8.0,1.0,6.4,10.0,5.9,37.0,6.8,6.8,67.0,6.6,105.0,8.0,1.0,6.1,6.0,6.0,34.0,6.9,60.0,6.6,10.0,,,7.5,4.0,4.0,1.0,7.5,5.0,6.4,49.0,6.7
tt0003740,7.1,3073,6.5,7.0,6.0,3.0,7.0,393.0,7.0,1126.0,7.2,7.2,1006.0,7.1,2149.0,6.0,2.0,7.0,323.0,7.0,976.0,7.3,799.0,6.9,402.0,6.0,1.0,6.8,67.0,6.9,134.0,6.8,194.0,6.9,177.0,7.0
tt0003772,6.0,929,6.7,7.0,,,5.8,42.0,6.0,235.0,6.1,6.1,568.0,6.0,534.0,,,5.5,27.0,5.9,172.0,6.2,329.0,6.4,316.0,,,6.6,15.0,6.5,62.0,6.0,237.0,6.1,58.0,6.3
tt0003883,7.5,303,7.6,8.0,,,7.0,26.0,7.4,116.0,7.7,7.7,117.0,7.5,223.0,,,7.1,20.0,7.3,99.0,7.6,98.0,7.8,41.0,,,6.2,6.0,7.8,16.0,8.0,18.0,7.0,49.0,7.5
tt0003930,6.9,1161,6.5,7.0,,,6.7,107.0,6.9,505.0,6.9,6.9,386.0,6.8,874.0,,,6.6,91.0,6.9,452.0,6.8,316.0,7.4,131.0,,,6.8,16.0,7.2,45.0,8.0,68.0,6.5,103.0,6.9
tt0003973,5.8,202,6.0,6.0,,,5.7,21.0,5.5,73.0,6.2,6.2,64.0,5.7,131.0,,,4.7,11.0,5.5,64.0,6.1,52.0,6.4,25.0,,,6.7,9.0,5.3,6.0,6.4,10.0,5.4,27.0,6.0
tt0004026,6.8,1040,5.9,7.0,,,6.5,46.0,6.7,386.0,7.1,7.1,378.0,6.8,642.0,,,6.5,38.0,6.6,308.0,7.2,281.0,7.0,173.0,,,6.3,8.0,7.1,74.0,6.4,90.0,6.6,51.0,6.9
tt0004066,7.0,503,6.9,7.0,6.0,1.0,6.5,62.0,6.9,197.0,7.2,7.2,152.0,6.9,359.0,,,6.6,50.0,6.9,176.0,7.2,123.0,7.1,56.0,6.0,1.0,6.3,10.0,6.9,17.0,7.9,27.0,7.1,63.0,6.8
tt0004099,5.2,415,5.2,5.0,,,4.7,33.0,5.2,151.0,5.4,5.4,162.0,5.3,300.0,,,4.7,24.0,5.2,127.0,5.6,144.0,4.2,48.0,,,5.0,9.0,4.4,22.0,3.7,17.0,5.5,53.0,5.5
tt0004134,6.6,456,6.3,7.0,,,6.5,43.0,6.4,153.0,6.8,6.8,167.0,6.5,275.0,,,6.1,24.0,6.2,121.0,6.8,125.0,7.2,91.0,,,7.1,18.0,7.1,30.0,7.3,40.0,6.4,39.0,6.6
tt0004150,5.8,402,6.0,6.0,,,5.7,35.0,5.7,148.0,6.1,6.1,151.0,5.8,290.0,,,5.7,32.0,5.6,125.0,6.1,126.0,6.7,46.0,,,5.7,3.0,6.9,19.0,6.8,23.0,5.9,68.0,6.0
tt0004181,6.1,1239,7.2,7.0,6.0,1.0,6.4,83.0,6.2,365.0,5.8,5.8,611.0,6.1,793.0,6.0,1.0,6.3,62.0,6.2,316.0,5.9,399.0,6.0,272.0,,,6.6,21.0,6.3,42.0,5.1,207.0,5.8,96.0,6.0
tt0004457,5.5,382,5.6,6.0,,,4.7,33.0,5.3,130.0,6.0,6.0,146.0,5.5,271.0,,,4.6,25.0,5.3,111.0,6.0,131.0,5.5,38.0,,,5.0,8.0,5.3,16.0,6.2,14.0,5.5,61.0,5.7
tt0004465,6.3,939,7.5,8.0,,,5.6,50.0,6.4,222.0,6.4,6.4,570.0,6.2,568.0,,,5.6,41.0,6.3,172.0,6.3,344.0,6.8,282.0,,,5.9,9.0,6.9,46.0,6.9,225.0,5.7,82.0,6.8
tt0004635,5.7,879,6.1,6.0,5.0,2.0,5.5,52.0,5.5,204.0,6.0,6.0,479.0,5.7,589.0,5.0,2.0,5.6,46.0,5.5,177.0,6.0,352.0,5.9,157.0,,,4.8,6.0,6.0,24.0,6.1,124.0,5.8,104.0,5.8
tt0004681,6.1,178,6.4,6.0,8.0,1.0,5.5,18.0,5.8,65.0,6.6,6.6,60.0,6.1,125.0,8.0,1.0,5.2,14.0,5.9,53.0,6.6,52.0,6.5,25.0,,,7.0,4.0,5.3,11.0,7.0,8.0,5.6,41.0,6.3
tt0004707,6.3,3250,7.1,7.0,5.0,1.0,6.3,227.0,6.2,1090.0,6.4,6.4,1392.0,6.3,2107.0,5.0,1.0,6.3,183.0,6.2,909.0,6.4,978.0,6.6,622.0,,,6.4,41.0,6.6,174.0,6.7,402.0,6.1,185.0,6.4
tt0004712,6.3,165,6.4,6.0,,,6.6,27.0,6.4,54.0,6.2,6.2,48.0,6.3,112.0,,,6.6,20.0,6.3,45.0,6.2,45.0,6.9,20.0,,,6.8,7.0,7.0,9.0,6.7,3.0,5.6,26.0,6.5
tt0004743,5.3,112,5.4,6.0,,,3.8,6.0,5.5,46.0,5.5,5.5,37.0,5.4,81.0,,,3.3,5.0,5.6,43.0,5.6,32.0,5.4,7.0,,,6.0,1.0,5.0,2.0,7.0,4.0,4.7,30.0,5.8
tt0004766,5.6,174,5.6,6.0,7.0,1.0,6.0,8.0,5.2,51.0,5.7,5.7,73.0,5.5,125.0,7.0,1.0,6.0,8.0,5.1,45.0,5.7,68.0,5.9,9.0,,,,,5.8,5.0,7.0,4.0,5.6,34.0,6.1
tt0004825,6.4,242,6.3,7.0,,,5.9,19.0,6.3,97.0,6.7,6.7,92.0,6.5,184.0,,,5.7,17.0,6.4,88.0,6.8,74.0,6.1,23.0,,,6.5,2.0,4.7,5.0,6.6,16.0,6.2,52.0,6.5
tt0004838,5.7,138,5.7,6.0,,,5.5,9.0,5.5,54.0,6.0,6.0,48.0,5.6,102.0,,,5.2,5.0,5.5,50.0,5.9,43.0,5.9,13.0,,,6.0,4.0,5.2,4.0,6.3,5.0,5.8,24.0,5.8
tt0004872,6.6,206,5.8,6.5,,,6.2,11.0,6.5,66.0,6.9,6.9,85.0,6.6,144.0,,,6.2,11.0,6.6,59.0,6.8,69.0,7.0,22.0,,,,,6.3,7.0,7.3,15.0,6.4,22.0,7.0
tt0004873,6.2,394,6.2,6.0,,,6.4,61.0,5.9,150.0,6.5,6.5,104.0,6.1,250.0,,,6.3,34.0,5.7,119.0,6.4,90.0,6.7,70.0,,,6.7,27.0,6.6,29.0,6.9,14.0,6.2,44.0,6.3
tt0004972,6.3,22213,6.4,7.0,4.7,14.0,6.0,3183.0,6.3,8861.0,6.7,6.7,4901.0,6.4,14818.0,4.7,12.0,6.1,2623.0,6.4,7669.0,6.8,4104.0,5.7,2417.0,6.0,1.0,5.4,517.0,5.8,1106.0,5.9,725.0,6.5,355.0,6.3
tt0005060,6.4,894,6.8,7.0,7.0,1.0,6.3,47.0,6.4,233.0,6.3,6.3,475.0,6.4,559.0,7.0,1.0,6.2,38.0,6.4,192.0,6.3,317.0,6.4,202.0,,,6.6,9.0,6.4,38.0,6.2,153.0,6.1,80.0,6.2
tt0005078,6.6,2305,6.3,7.0,6.0,2.0,6.3,277.0,6.4,846.0,7.0,7.0,720.0,6.6,1520.0,6.0,2.0,6.4,208.0,6.4,698.0,6.9,584.0,6.9,346.0,,,6.1,66.0,6.8,141.0,7.8,131.0,6.5,147.0,6.5
tt0005149,6.0,244,6.1,6.0,,,6.4,12.0,5.6,59.0,6.1,6.1,127.0,6.0,188.0,,,6.5,11.0,5.5,53.0,6.2,118.0,5.9,16.0,,,6.0,1.0,6.0,6.0,5.7,9.0,5.9,42.0,6.0
tt0005339,5.8,783,6.0,6.0,5.0,1.0,5.6,71.0,5.8,261.0,5.9,5.9,292.0,5.8,513.0,5.0,1.0,5.6,56.0,5.7,196.0,5.9,247.0,6.2,115.0,,,5.7,15.0,6.2,57.0,6.4,42.0,5.3,71.0,5.9
tt0005402,6.4,187,6.5,7.0,,,6.3,5.0,5.6,49.0,6.8,6.8,101.0,6.4,139.0,,,6.3,5.0,5.7,42.0,6.7,90.0,6.1,16.0,,,,,3.6,6.0,7.5,10.0,6.5,37.0,6.6
tt0005529,6.8,268,6.9,7.0,,,6.9,30.0,6.6,120.0,7.0,7.0,84.0,6.7,209.0,,,6.9,28.0,6.6,107.0,6.8,68.0,7.6,26.0,,,7.0,2.0,7.8,9.0,7.6,15.0,6.6,43.0,7.1
tt0005557,6.6,293,6.5,7.0,4.0,1.0,6.6,28.0,6.4,94.0,6.7,6.7,112.0,6.6,193.0,4.0,1.0,6.6,21.0,6.4,76.0,6.8,91.0,6.5,42.0,,,6.9,7.0,6.5,15.0,5.9,19.0,6.9,45.0,6.6
tt0005680,5.9,130,5.9,6.0,5.0,3.0,5.8,19.0,5.9,44.0,5.9,5.9,50.0,5.9,102.0,5.0,2.0,5.8,16.0,5.8,40.0,6.0,43.0,5.9,12.0,5.0,1.0,5.5,2.0,6.5,4.0,6.2,5.0,5.7,50.0,5.9
tt0005719,5.6,138,5.9,6.0,,,4.9,11.0,4.8,39.0,6.1,6.1,59.0,5.5,103.0,,,4.8,8.0,4.9,35.0,6.1,55.0,5.2,11.0,,,5.7,3.0,5.5,4.0,5.2,4.0,5.6,29.0,5.6
tt0005809,6.1,300,7.0,10.0,,,10.0,10.0,6.5,158.0,4.5,4.5,62.0,6.2,202.0,,,10.0,9.0,6.6,149.0,4.9,44.0,2.3,27.0,,,1.0,1.0,3.0,9.0,2.0,16.0,5.2,5.0,5.9
tt0005916,6.9,794,6.5,7.0,,,6.8,80.0,6.9,334.0,7.1,7.1,245.0,6.9,560.0,,,6.8,67.0,6.8,292.0,7.0,190.0,7.5,102.0,,,7.3,13.0,7.1,36.0,8.0,51.0,6.7,76.0,7.0
tt0005951,6.9,597,7.0,7.0,8.0,1.0,7.0,96.0,6.8,244.0,6.7,6.7,143.0,6.8,409.0,8.0,1.0,7.0,77.0,6.8,206.0,6.5,117.0,7.2,75.0,,,6.7,17.0,7.0,33.0,7.7,22.0,6.6,71.0,7.0
tt0005960,6.8,1110,6.7,7.0,6.0,1.0,6.6,100.0,6.7,374.0,7.0,7.0,425.0,6.8,787.0,6.0,1.0,6.6,85.0,6.7,325.0,6.9,355.0,7.3,123.0,,,6.5,15.0,6.9,43.0,8.2,62.0,6.8,103.0,6.9
tt0006206,7.3,4166,6.7,7.0,6.5,7.0,7.1,517.0,7.3,1661.0,7.3,7.3,1294.0,7.3,2835.0,6.8,6.0,7.1,414.0,7.3,1384.0,7.3,976.0,7.2,670.0,4.0,1.0,6.9,98.0,7.1,256.0,7.7,306.0,6.8,204.0,7.5
tt0006327,5.9,151,6.0,6.0,,,5.1,6.0,5.5,39.0,6.1,6.1,76.0,5.8,114.0,,,5.1,6.0,5.5,37.0,6.1,69.0,6.8,9.0,,,,,7.0,2.0,6.8,7.0,5.3,23.0,5.8
tt0006333,6.2,1501,6.9,7.0,5.0,2.0,6.0,92.0,6.2,434.0,6.2,6.2,683.0,6.2,983.0,5.0,2.0,6.0,76.0,6.2,387.0,6.2,497.0,6.6,235.0,,,6.2,16.0,6.6,38.0,6.8,179.0,6.1,116.0,6.2
tt0006509,4.5,559,6.5,7.0,,,3.5,4.0,4.8,65.0,4.5,4.5,463.0,4.9,296.0,,,3.7,3.0,5.0,49.0,4.8,243.0,3.4,236.0,,,3.0,1.0,3.8,16.0,3.3,219.0,5.3,20.0,5.4
tt0006517,6.0,283,6.1,6.0,4.0,2.0,5.8,27.0,5.9,84.0,6.3,6.3,108.0,6.0,202.0,4.0,2.0,5.8,23.0,5.9,72.0,6.3,97.0,6.2,22.0,,,7.0,4.0,5.9,9.0,6.6,9.0,6.6,59.0,5.9
tt0006589,6.8,123,7.1,7.0,,,6.7,8.0,6.7,42.0,6.7,6.7,60.0,6.7,101.0,,,6.7,8.0,6.6,37.0,6.7,55.0,7.1,8.0,,,,,7.5,4.0,8.5,4.0,6.4,21.0,6.7
tt0006617,6.1,199,6.0,6.0,,,6.1,8.0,6.0,72.0,6.1,6.1,68.0,6.1,132.0,,,6.1,8.0,6.0,63.0,6.1,58.0,6.9,16.0,,,,,6.4,7.0,7.3,9.0,6.2,26.0,6.8
tt0006688,6.4,143,6.4,6.0,,,6.3,6.0,6.1,47.0,6.7,6.7,70.0,6.4,105.0,,,6.8,4.0,6.0,41.0,6.7,58.0,6.7,16.0,,,5.5,2.0,7.0,5.0,6.9,9.0,6.3,27.0,6.5
tt0006731,5.3,609,6.4,7.0,,,5.4,14.0,5.5,85.0,5.4,5.4,475.0,5.7,335.0,,,5.5,10.0,5.6,64.0,5.9,259.0,4.0,240.0,,,4.8,4.0,4.3,20.0,3.5,215.0,5.4,31.0,5.9
tt0006736,6.6,166,6.6,7.0,,,6.9,18.0,6.0,50.0,6.8,6.8,69.0,6.5,123.0,,,6.4,13.0,5.9,42.0,6.9,61.0,6.6,17.0,,,8.1,5.0,6.3,6.0,5.8,6.0,6.5,35.0,6.9
tt0006745,5.7,479,6.5,7.0,,,5.2,11.0,6.1,74.0,5.7,5.7,347.0,6.0,271.0,,,5.1,8.0,6.2,64.0,6.0,197.0,4.3,159.0,,,5.3,3.0,3.5,7.0,4.0,147.0,6.2,28.0,6.3
tt0006753,6.6,147,6.8,7.0,,,6.0,8.0,6.6,36.0,6.4,6.4,75.0,6.4,106.0,,,6.3,5.0,6.5,30.0,6.4,64.0,6.8,18.0,,,6.7,3.0,6.9,5.0,6.3,9.0,6.4,27.0,6.4
tt0006780,6.8,836,6.5,7.0,8.0,2.0,6.6,62.0,6.5,256.0,6.9,6.9,331.0,6.7,553.0,8.0,2.0,6.6,50.0,6.5,222.0,6.8,265.0,7.4,102.0,,,6.7,12.0,7.1,28.0,8.0,60.0,6.6,96.0,6.9
tt0006809,5.9,127,6.0,6.0,,,5.8,9.0,6.1,35.0,5.8,5.8,60.0,5.8,92.0,,,5.4,7.0,5.9,32.0,5.8,51.0,6.6,11.0,,,7.0,2.0,8.0,2.0,6.1,7.0,5.7,27.0,5.9
tt0006826,5.6,837,6.7,7.0,,,5.1,18.0,5.6,146.0,5.8,5.8,595.0,5.7,478.0,,,5.3,14.0,5.7,117.0,6.0,339.0,4.8,286.0,,,5.2,4.0,5.0,27.0,4.8,254.0,5.7,56.0,5.8
tt0006864,7.8,13875,7.8,8.0,7.9,8.0,7.8,1795.0,7.7,5451.0,7.8,7.8,3667.0,7.8,9441.0,8.0,7.0,7.9,1498.0,7.7,4734.0,7.8,2970.0,7.5,1632.0,7.0,1.0,7.2,276.0,7.4,660.0,8.0,662.0,7.5,321.0,7.7
tt0006886,7.4,867,6.4,7.0,7.0,1.0,7.4,62.0,7.2,266.0,7.6,7.6,393.0,7.3,576.0,7.0,1.0,7.3,50.0,7.1,214.0,7.5,301.0,8.0,150.0,,,7.6,12.0,8.0,47.0,8.1,88.0,7.0,82.0,7.5
tt0007047,6.0,573,6.7,7.0,,,6.0,12.0,6.0,91.0,6.4,6.4,436.0,6.2,315.0,,,5.9,7.0,6.0,74.0,6.5,231.0,5.9,225.0,,,6.1,5.0,5.8,16.0,5.9,204.0,6.1,39.0,6.5
tt0007183,7.0,610,6.8,7.0,,,6.9,91.0,6.8,237.0,7.0,7.0,178.0,6.8,398.0,,,6.8,64.0,6.7,196.0,6.8,129.0,7.5,112.0,,,7.4,27.0,7.2,35.0,7.9,48.0,5.9,66.0,6.7
tt0007257,4.7,564,6.4,7.0,,,4.2,8.0,4.7,63.0,5.3,5.3,458.0,5.0,301.0,,,4.0,6.0,4.7,48.0,5.6,243.0,4.4,228.0,,,4.5,2.0,4.2,12.0,4.5,213.0,5.3,30.0,5.6
tt0007260,6.5,141,6.6,7.0,,,6.6,9.0,6.1,39.0,6.9,6.9,68.0,6.5,103.0,,,6.4,5.0,6.0,33.0,6.8,59.0,6.8,16.0,,,7.8,4.0,6.0,4.0,7.3,8.0,6.8,42.0,6.6
tt0007309,5.6,183,5.7,6.0,,,5.7,16.0,5.4,71.0,6.0,6.0,64.0,5.6,142.0,,,5.7,13.0,5.4,69.0,5.8,56.0,6.2,13.0,,,5.7,3.0,4.5,2.0,7.5,8.0,5.5,33.0,6.0
tt0007338,6.4,313,6.4,6.0,,,6.4,23.0,6.2,85.0,6.5,6.5,157.0,6.4,227.0,,,6.5,15.0,6.2,70.0,6.5,130.0,6.6,44.0,,,6.3,8.0,6.3,13.0,6.9,23.0,6.3,48.0,6.6
tt0007340,6.8,342,6.9,7.0,,,7.3,53.0,6.7,91.0,6.6,6.6,118.0,6.7,220.0,,,7.1,34.0,6.6,80.0,6.6,95.0,7.3,48.0,,,7.7,18.0,6.7,10.0,7.0,20.0,6.0,49.0,6.9
tt0007361,6.2,349,5.9,6.0,,,6.2,26.0,6.1,127.0,6.5,6.5,129.0,6.2,235.0,,,5.9,16.0,6.0,109.0,6.4,103.0,6.9,50.0,,,6.6,10.0,6.7,15.0,7.2,23.0,5.9,38.0,6.6
tt0007367,5.3,509,6.4,7.0,,,5.1,10.0,5.5,60.0,5.3,5.3,400.0,5.5,266.0,,,4.9,7.0,5.3,45.0,5.6,209.0,5.1,208.0,,,5.3,3.0,5.9,15.0,4.3,190.0,5.3,22.0,5.7
tt0007522,5.8,100,6.1,6.0,,,5.9,7.0,5.4,44.0,6.3,6.3,29.0,5.7,70.0,,,6.0,5.0,5.3,37.0,6.1,26.0,6.1,11.0,,,5.5,2.0,5.8,6.0,7.0,3.0,5.9,21.0,5.8
tt0007558,6.3,591,6.2,6.0,2.0,1.0,5.9,57.0,5.8,172.0,6.6,6.6,233.0,6.1,379.0,2.0,1.0,5.8,47.0,5.7,142.0,6.5,176.0,6.9,95.0,,,6.6,10.0,6.6,26.0,7.0,54.0,5.7,66.0,6.3
tt0007610,5.9,267,5.9,6.0,,,6.1,14.0,6.0,73.0,5.7,5.7,117.0,5.8,177.0,,,6.1,10.0,5.9,63.0,5.7,97.0,5.9,31.0,,,6.0,3.0,6.3,9.0,5.4,17.0,5.9,36.0,5.9
tt0007755,6.0,468,5.8,6.0,5.0,1.0,6.2,45.0,6.0,170.0,5.9,5.9,167.0,6.0,365.0,5.0,1.0,6.2,43.0,6.0,162.0,5.9,150.0,5.8,21.0,,,8.0,2.0,6.7,6.0,5.0,13.0,5.7,48.0,6.0
tt0007801,6.5,298,5.9,6.0,,,6.3,34.0,6.4,109.0,6.9,6.9,99.0,6.4,187.0,,,6.2,28.0,6.3,83.0,6.7,69.0,7.1,61.0,,,6.5,6.0,6.8,24.0,7.6,30.0,5.8,28.0,6.6
tt0007983,6.1,129,6.4,6.0,,,5.7,18.0,6.3,49.0,6.4,6.4,39.0,6.2,92.0,,,5.8,15.0,6.3,42.0,6.5,32.0,5.9,15.0,,,4.7,3.0,5.8,6.0,6.5,5.0,5.7,28.0,6.3
tt0008011,6.1,135,6.3,6.0,,,5.1,6.0,6.1,38.0,6.3,6.3,61.0,6.0,100.0,,,5.1,6.0,6.0,36.0,6.2,56.0,8.0,6.0,,,,,10.0,1.0,8.0,5.0,6.2,26.0,6.2
tt0008100,6.5,585,6.7,7.0,4.0,1.0,6.3,73.0,6.5,241.0,6.8,6.8,170.0,6.5,416.0,,,6.3,56.0,6.5,202.0,6.7,147.0,6.7,72.0,4.0,1.0,6.3,17.0,6.6,31.0,7.5,22.0,6.3,65.0,6.5
tt0008150,6.5,501,6.3,7.0,7.0,1.0,6.3,30.0,6.3,155.0,6.6,6.6,200.0,6.4,320.0,7.0,1.0,6.2,23.0,6.3,130.0,6.5,157.0,6.9,71.0,,,7.2,7.0,7.2,22.0,6.7,41.0,6.5,65.0,6.6
tt0008188,5.9,608,6.5,7.0,6.0,1.0,4.6,23.0,6.1,113.0,6.3,6.3,407.0,6.2,358.0,6.0,1.0,4.3,17.0,6.3,93.0,6.5,241.0,5.1,190.0,,,5.2,6.0,4.8,18.0,5.4,166.0,6.3,58.0,6.0
tt0008196,5.7,638,6.6,7.0,7.0,1.0,5.3,29.0,5.9,138.0,5.9,5.9,402.0,5.8,355.0,7.0,1.0,5.0,18.0,5.9,103.0,6.1,228.0,5.5,217.0,,,6.3,11.0,5.9,31.0,4.7,173.0,6.0,44.0,6.3
